Number of Run,k_f,Noise Level,Figure of Merit
3,500000,-174,47.6613969951647
4,500000,-174,47.615873032813
5,500000,-174,47.2756028067563
6,500000,-174,47.6820004853166
7,500000,-174,47.6609604270231
8,500000,-174,47.6431009948496
9,500000,-174,47.735032121906
10,500000,-174,47.5823156169049
1,500000,-173,47.2638813606063
2,500000,-173,47.8476903403964
3,500000,-173,47.8223545495648
4,500000,-173,47.7583131402051
5,500000,-173,47.7226401003315
6,500000,-173,47.8646490378366
7,500000,-173,47.5916668714532
8,500000,-173,47.5988961372855
9,500000,-173,47.9409823651174
10,500000,-173,47.9213321316905
1,500000,-172,47.8193720637349
2,500000,-172,47.4356966900498
3,500000,-172,47.8919333524799
4,500000,-172,47.8347720189974
5,500000,-172,47.5765081203832
6,500000,-172,47.7763864564268
7,500000,-172,47.6593934108636
8,500000,-172,47.6702755394125
9,500000,-172,48.0663694609228
10,500000,-172,47.7697543434357
1,500000,-171,47.5193079594224
2,500000,-171,47.7052675946303
3,500000,-171,48.0121443322308
4,500000,-171,48.0876507034812
5,500000,-171,47.7882947855096
6,500000,-171,47.5986018005655
7,500000,-171,47.7012893711615
8,500000,-171,47.8956761575286
9,500000,-171,48.0493058647827
10,500000,-171,47.6030021521391
1,500000,-170,47.6082988834392
2,500000,-170,47.9477816275777
3,500000,-170,47.7795893984883
4,500000,-170,47.7739129343449
5,500000,-170,47.9251164897976
6,500000,-170,47.9450630582731
7,500000,-170,47.5536450909862
8,500000,-170,47.5900489866362
9,500000,-170,47.8099227148567
10,500000,-170,47.8011174683396
1,600000,-180,48.956467436878
2,600000,-180,48.8982309468629
3,600000,-180,49.1407253864861
4,600000,-180,49.0133584743664
5,600000,-180,48.9628137746806
6,600000,-180,49.0222591023281
7,600000,-180,48.4762330016537
8,600000,-180,48.5000019427018
9,600000,-180,49.4082559117368
10,600000,-180,49.2484933385766
1,600000,-179,48.9012013804126
2,600000,-179,49.0866820308537
3,600000,-179,48.8326583507437
4,600000,-179,48.5282398709286
5,600000,-179,48.9644194705837
6,600000,-179,49.0631192775909
7,600000,-179,48.8774021646992
8,600000,-179,49.0586454200843
9,600000,-179,48.9253397109113
10,600000,-179,48.7542533359313
1,600000,-178,49.0073330059497
2,600000,-178,48.7689433454887
3,600000,-178,48.8345551539007
4,600000,-178,48.8581999211357
5,600000,-178,48.8232245274582
6,600000,-178,48.9805483196564
7,600000,-178,49.0212621544368
8,600000,-178,48.6344071138557
9,600000,-178,48.9978796830606
10,600000,-178,48.6471879642565
1,600000,-177,48.595422249434
2,600000,-177,49.145758134943
3,600000,-177,48.9832651470672
4,600000,-177,48.8414017045536
5,600000,-177,49.0764163780114
6,600000,-177,48.5669231779918
7,600000,-177,48.6550485834023
8,600000,-177,49.0771263946238
9,600000,-177,48.8211906525037
10,600000,-177,48.861478364001
1,600000,-176,49.1149096254754
2,600000,-176,48.8604804843706
3,600000,-176,49.1704397671066
4,600000,-176,49.1846517535932
5,600000,-176,49.0557101626272
6,600000,-176,49.2426801702522
7,600000,-176,48.8967015184705
8,600000,-176,48.9495108721544
9,600000,-176,48.8215759086926
10,600000,-176,48.8344625881392
1,600000,-175,48.8255897977886
2,600000,-175,48.5897737556214
3,600000,-175,49.1433209485134
4,600000,-175,49.0553996669341
5,600000,-175,48.8660137086974
6,600000,-175,48.7729815604923
7,600000,-175,48.9165981105183
8,600000,-175,49.0657921729469
9,600000,-175,49.0291024920904
10,600000,-175,48.6971857855306
1,600000,-174,48.9800903170384
2,600000,-174,49.0272897288097
3,600000,-174,48.9678237544605
4,600000,-174,49.117531767472
5,600000,-174,48.8368431526875
6,600000,-174,49.2690266048349
7,600000,-174,49.2720931502632
8,600000,-174,49.3645372240975
9,600000,-174,48.7838127383239
10,600000,-174,49.2159328110679
1,600000,-173,49.0322606836289
2,600000,-173,48.9326645429468
3,600000,-173,48.9783286376908
4,600000,-173,49.0208709231
5,600000,-173,48.7027602881819
6,600000,-173,49.0913035040359
7,600000,-173,48.8762015498185
8,600000,-173,48.9920830426803
9,600000,-173,48.8992308888788
10,600000,-173,49.2729806473809
1,600000,-172,48.9156857442746
2,600000,-172,49.3593862653837
3,600000,-172,48.9894136604307
4,600000,-172,49.1162690460562
5,600000,-172,48.9438170465889
6,600000,-172,49.133200333061
7,600000,-172,49.2941329416219
8,600000,-172,48.8444056994248
9,600000,-172,49.2307431724275
10,600000,-172,49.0641222886806
1,600000,-171,49.1905375926116
2,600000,-171,49.2107157653913
3,600000,-171,48.9917726162478
4,600000,-171,48.9265594785894
5,600000,-171,49.1894162836489
6,600000,-171,48.9863433426501
7,600000,-171,49.3194893137126
8,600000,-171,49.1081052585197
9,600000,-171,48.8722013255015
10,600000,-171,49.0666716311493
1,600000,-170,49.1347006835484
2,600000,-170,48.8947000143033
3,600000,-170,49.3859235687483
4,600000,-170,49.1828482334856
5,600000,-170,49.2417907885053
6,600000,-170,48.9773936220314
7,600000,-170,49.1038100880296
8,600000,-170,49.2506857462034
9,600000,-170,49.4318877005787
10,600000,-170,48.94192543494
1,700000,-180,50.1989394176814
2,700000,-180,49.9286504587376
3,700000,-180,49.9987010624965
4,700000,-180,49.7240465029778
5,700000,-180,50.0378467447131
6,700000,-180,49.668420517157
7,700000,-180,50.0821440836036
8,700000,-180,49.87380537253
9,700000,-180,50.3605904302692
10,700000,-180,49.6535961506758
1,700000,-179,50.259008226721
2,700000,-179,49.9268386535167
3,700000,-179,50.0755044827718
4,700000,-179,50.1671806059591
5,700000,-179,49.7372147151151
6,700000,-179,50.3786832538375
7,700000,-179,50.0214610957323
8,700000,-179,49.8067436965191
9,700000,-179,49.6765002125222
10,700000,-179,50.1197079906525
1,700000,-178,49.9551822025967
2,700000,-178,50.2846245482151
3,700000,-178,50.0627840567553
4,700000,-178,50.2224033039985
5,700000,-178,50.0974093256664
6,700000,-178,49.9653406761216
7,700000,-178,50.1999851710708
8,700000,-178,50.3114154112502
9,700000,-178,49.7490473855018
10,700000,-178,49.8471891809069
1,700000,-177,50.2614330772691
2,700000,-177,50.3241703479658
3,700000,-177,49.8818354253943
4,700000,-177,50.4278545905038
5,700000,-177,50.1689354152646
6,700000,-177,50.1202654989216
7,700000,-177,50.0070323038282
8,700000,-177,50.2510973103562
9,700000,-177,50.1149881315233
10,700000,-177,50.1392633153413
1,700000,-176,50.1009323947533
2,700000,-176,50.2597137934329
3,700000,-176,49.9609635647242
4,700000,-176,49.8536087495503
5,700000,-176,50.5136506731477
6,700000,-176,50.2322129767255
7,700000,-176,50.2917776743196
8,700000,-176,49.9271609199785
9,700000,-176,49.8583131255239
10,700000,-176,50.170155587621
1,700000,-175,50.2556404479319
2,700000,-175,50.2631874534384
3,700000,-175,49.9916466775324
4,700000,-175,49.9550880405172
5,700000,-175,49.9903732967314
6,700000,-175,50.3070318971053
7,700000,-175,50.3049763185356
8,700000,-175,50.0242977455359
9,700000,-175,49.8292256539553
10,700000,-175,50.225275654826
1,700000,-174,49.987299066053
2,700000,-174,50.0701188892575
3,700000,-174,50.1950926996237
4,700000,-174,50.1822025232612
5,700000,-174,49.8917198696649
6,700000,-174,50.33421619917
7,700000,-174,49.9098057981082
8,700000,-174,50.0193561863299
9,700000,-174,50.3911675105686
10,700000,-174,49.904297698356
1,700000,-173,49.9588671808337
2,700000,-173,49.7687985403287
3,700000,-173,50.4937171909554
4,700000,-173,50.2797291437942
5,700000,-173,50.3556367909433
6,700000,-173,49.8792301086172
7,700000,-173,50.1333439972132
8,700000,-173,50.0564572793771
9,700000,-173,50.3493859827002
10,700000,-173,50.5147751154487
1,700000,-172,50.1308522761795
2,700000,-172,50.2651134055419
3,700000,-172,50.2734795608706
4,700000,-172,50.2077875040091
5,700000,-172,50.0411820220328
6,700000,-172,50.2867138493734
7,700000,-172,50.2010808190705
8,700000,-172,50.32983986694
9,700000,-172,50.5024069231797
10,700000,-172,50.2415211199659
1,700000,-171,50.1843062921929
2,700000,-171,50.0816669692505
3,700000,-171,50.3873415782266
4,700000,-171,50.3592090163255
5,700000,-171,50.3146697658205
6,700000,-171,50.341391946594
7,700000,-171,50.3687083547835
8,700000,-171,50.7653858231925
9,700000,-171,50.0973409414269
10,700000,-171,50.0688180963359
1,700000,-170,50.2267261925733
2,700000,-170,50.3762533875028
3,700000,-170,50.1451343955091
4,700000,-170,50.0658347991131
5,700000,-170,50.4565655807165
6,700000,-170,50.6045844934534
7,700000,-170,50.4233215614556
8,700000,-170,49.8947607557002
9,700000,-170,50.0516996243137
10,700000,-170,50.4682717647618
1,800000,-180,51.2147710221159
2,800000,-180,50.8370117320904
3,800000,-180,51.05276355861
4,800000,-180,51.0609384053076
5,800000,-180,51.0899479896033
6,800000,-180,51.0114003996618
7,800000,-180,50.3584167594113
8,800000,-180,51.213165145712
9,800000,-180,50.8505438171264
10,800000,-180,51.085175590735
1,800000,-179,50.7511378698256
2,800000,-179,50.9403736982264
3,800000,-179,50.7961480408472
4,800000,-179,50.7189710224325
5,800000,-179,50.9193785926566
6,800000,-179,51.2018314984996
7,800000,-179,51.070264760147
8,800000,-179,51.339299412093
9,800000,-179,51.2023817110009
10,800000,-179,50.8232011692039
1,800000,-178,51.2104196762924
2,800000,-178,51.2836465998175
3,800000,-178,51.061590766351
4,800000,-178,50.9433275685652
5,800000,-178,51.180384348722
6,800000,-178,51.2335297217486
7,800000,-178,51.0798975742512
8,800000,-178,51.1043857877452
9,800000,-178,51.2362765093127
10,800000,-178,51.2238749406438
1,800000,-177,50.7441275496063
2,800000,-177,51.0832971998182
3,800000,-177,50.9564368979008
4,800000,-177,50.8522204122945
5,800000,-177,51.3420665291028
6,800000,-177,51.1982830949624
7,800000,-177,51.3546971319554
8,800000,-177,50.9182341891343
9,800000,-177,51.1141949442784
10,800000,-177,51.0174068959491
1,800000,-176,51.2668092900746
2,800000,-176,50.8029945675178
3,800000,-176,51.0530497652429
4,800000,-176,50.8986527105408
5,800000,-176,51.1449280088615
6,800000,-176,51.2095643953048
7,800000,-176,50.7091732390979
8,800000,-176,51.0129069340994
9,800000,-176,51.0330782829197
10,800000,-176,51.1259423587987
1,800000,-175,51.3483029475834
2,800000,-175,51.0015938050709
3,800000,-175,51.3054872786382
4,800000,-175,51.2754699907169
5,800000,-175,51.44305506719
6,800000,-175,51.0381593885988
7,800000,-175,51.1604996838163
8,800000,-175,51.2676843869031
9,800000,-175,51.161684827996
10,800000,-175,50.9673589490852
1,800000,-174,51.0758001153278
2,800000,-174,51.3110304272565
3,800000,-174,51.1875192747828
4,800000,-174,51.0024810564095
5,800000,-174,51.2601858721239
6,800000,-174,51.0057845921451
7,800000,-174,51.3918882233871
8,800000,-174,51.115474028687
9,800000,-174,51.1391277154909
10,800000,-174,51.0185019814879
1,800000,-173,51.4715485145218
2,800000,-173,51.3552770380961
3,800000,-173,51.4458079206096
4,800000,-173,51.1615869025547
5,800000,-173,51.0944596448079
6,800000,-173,51.1432393754437
7,800000,-173,51.4620908073758
8,800000,-173,51.3073586821067
9,800000,-173,51.1282337949222
10,800000,-173,51.1357203227439
1,800000,-172,51.51709544738
2,800000,-172,51.251527470479
3,800000,-172,51.244033427787
4,800000,-172,51.0597650966351
5,800000,-172,51.4273803794632
6,800000,-172,51.3328304979009
7,800000,-172,51.2308261964107
8,800000,-172,51.2205889946028
9,800000,-172,51.0366983592152
10,800000,-172,51.2521435910432
1,800000,-171,51.272756247879
2,800000,-171,51.3229183399571
3,800000,-171,51.3055438304821
4,800000,-171,51.3563203329319
5,800000,-171,51.3461767812252
6,800000,-171,51.1652408215381
7,800000,-171,51.2244564266382
8,800000,-171,51.1986452250493
9,800000,-171,51.2831349130828
10,800000,-171,51.4830269378664
1,800000,-170,51.3018045934668
2,800000,-170,51.0365969987286
3,800000,-170,51.0958752882007
4,800000,-170,51.3294512607291
5,800000,-170,51.2750042341481
6,800000,-170,51.4068103360092
7,800000,-170,51.0226283859343
8,800000,-170,51.4343335510022
9,800000,-170,51.4549197951086
10,800000,-170,51.1518604455708
